name_a,name_b,score
albacore tuna,cherry,0.1862
albacore tuna,garlic,-0.0298
albacore tuna,olive oil,-0.0088
albacore tuna,parsley,0.0731
albacore tuna,pepper,0.0478
albacore tuna,salt,-0.0556
capers,cherry,0.1674
capers,garlic,0.1329
capers,pasta,0.1314
cherry,cottage cheese,-0.0526
cherry,egg,-0.1278
cherry,spinach,0.1059
cottage cheese,oregano,0.1515
oregano,spinach,0.125
apple cider vinegar,celery,0.1031
artichoke,swiss cheese,0.08
garlic,walnut,-0.0334
lemon,walnut,0.0902
rice,walnut,-0.0319
almond,cherry,0.0664
almond,condensed milk,0.0384
almond,pie crust,0.01
cherry,condensed milk,0.0793
cherry,cream,-0.0408
cherry,pie crust,0.0566
condensed milk,lemon,0.004
condensed milk,pie crust,0.2594
tea,vanilla,-0.0342
mustard,tortilla,-0.113
tortilla,turkey,0.1302
garlic,miso,-0.0296
almond,apple cider vinegar,0.0624
apple cider vinegar,coconut,-0.0048
parmesan cheese,pork,-0.0949
shrimp,sour cream,-0.0687
lasagna,sauce,0.2159
ricotta cheese,sauce,0.1581
sauce,spinach,0.0267
dill,thyme,0.0135
cream cheese,ricotta cheese,0.0024
lemon,ricotta cheese,0.0272
blueberry,bread,0.0291
blueberry,cream cheese,0.2453
blueberry,milk,0.0398
cream cheese,maple syrup,0.0158
pepper,watercress,0.0956
soy sauce,watercress,0.104
water,watercress,-0.0571
basil,marjoram,0.1578
basil,salad dressing,-0.0029
basil,white wine,0.1412
garlic,salad dressing,-0.0392
lemon,marjoram,0.0413
marjoram,olive oil,0.1123
marjoram,rosemary,0.2304
pepper,salad dressing,0.0047
salad dressing,water,-0.094
salad dressing,white wine,-0.052
almond,orange,0.0224
brown sugar,white chocolate,0.1304
beans,sugar,-0.2225
mushroom,peas,0.1254
milk,white chocolate,0.0131
corn,sugar,-0.1691
bagel,mozzarella cheese,0.0802
bagel,tomato,0.0636
brown sugar,oregano,-0.1169
brandy,garlic,-0.0554
brandy,ginger,-0.0097
brandy,mustard,0.0056
brandy,orange,0.1948
brandy,parsley,0.0108
brandy,pepper,-0.0535
brandy,thyme,0.12
ginger,parsley,-0.1446
orange,thyme,-0.0325
canola oil,tofu,0.1555
cream cheese,thyme,-0.166
buttermilk,cocoa,0.1842
cinnamon,cocoa,0.0412
cocoa,shortening,0.1401
margarine,shortening,0.0829
pasta,turkey,0.0162
salad dressing,turkey,0.0767
broccoli,cashew,0.1066
broccoli,cauliflower,0.2915
broccoli,cinnamon,-0.349
broccoli,green beans,0.0352
broccoli,quinoa,0.075
butter,cashew,-0.0199
butter,cauliflower,-0.0067
butter,quinoa,-0.1523
cardamom,cashew,0.2123
cardamom,cauliflower,0.058
cardamom,green beans,-0.0571
cardamom,onion,-0.0166
cardamom,quinoa,0.0507
cashew,cauliflower,0.1348
cashew,cinnamon,0.0539
cashew,garlic,0.0486
cashew,onion,0.0638
cashew,water,0.049
cauliflower,cinnamon,-0.1321
cauliflower,green beans,0.1048
cauliflower,quinoa,0.068
cinnamon,green beans,-0.2299
green beans,quinoa,0.0109
butter,peach,-0.039
cream cheese,peach,0.0261
lemon,pastry,0.0239
pastry,peach,0.0435
pastry,pumpkin,0.106
pastry,sour cream,-0.0667
pastry,syrup,0.0455
peach,sour cream,-0.0682
peach,syrup,0.0552
pumpkin,syrup,-0.0012
sour cream,syrup,-0.1513
canola oil,shallot,0.0795
asparagus,canola oil,-0.0067
canola oil,ham,-0.1135
coriander,soy sauce,0.0591
coriander,vinegar,0.0751
jalapeno,sugar,-0.1431
celery,watercress,0.0623
watercress,white wine,0.0879
cocoa,oats,0.0751
cocoa,peanut butter,0.1375
peas,pine nuts,0.0286
beef,yogurt,-0.1234
rice,yogurt,-0.0799
canola oil,chia,0.0622
chia,egg,-0.0562
chia,flour,-0.0289
chia,salt,0.0098
chia,sugar,-0.0524
beef,lettuce,0.1123
beer,lemon,-0.0773
beer,orange,-0.0355
beer,vodka,0.1
beer,water,-0.0612
honey,vodka,-0.0721
lemon,vodka,0.1052
dates,pecans,0.1785
buttermilk,nutmeg,0.1127
buttermilk,wheat,0.08
canola oil,nutmeg,0.0546
canola oil,wheat,0.1484
egg,wheat,0.0297
flour,wheat,0.0144
water,wheat,-0.0058
butter,peanut oil,-0.1902
lemon,peanut oil,-0.0555
parmesan cheese,peanut oil,-0.1628
beef,coffee,-0.125
chili,coffee,-0.0969
coffee,cumin,-0.1162
coffee,garlic,-0.2339
butter,tea,-0.1426
cream,tea,-0.0305
garlic,tea,-0.2321
olive oil,tea,-0.2233
sauce,tea,-0.1533
pastry,sausage,0.0003
hamburger,soy sauce,-0.0198
lettuce,soy sauce,0.0352
ginger,shortening,-0.0383
lemon,shortening,-0.0848
shortening,vinegar,-0.0683
cream cheese,dates,-0.049
cream cheese,nutmeg,0.0342
cream cheese,pineapple,0.0819
dates,nutmeg,0.0424
dates,pineapple,-0.0239
dates,sugar,0.0368
lemon,tea,0.0859
blue cheese,sauce,0.1685
butter,salad,-0.1837
butter,salad dressing,-0.1378
lettuce,salad,0.0157
salad,salad dressing,0.2356
salad,sauce,-0.0042
salad dressing,sauce,0.0281
garlic,sake,-0.0262
lettuce,sake,-0.0303
lettuce,sesame oil,0.0651
lettuce,sugar,-0.1777
asparagus,fennel,0.0582
celery,fennel,0.0978
lemon,pectin,0.1869
pectin,sugar,0.19
pectin,water,0.0545
chicken,couscous,0.1159
couscous,lime,0.0342
couscous,peas,0.1432
couscous,salt,0.0266
couscous,water,0.1129
lime,peas,-0.004
beef,cooking oil,0.0688
cheese,cooking oil,-0.0284
cooking oil,mushroom,-0.0157
cooking oil,tomato,0.0754
mushroom,tomato,0.0211
maple syrup,onion,-0.1226
cottage cheese,water,-0.0378
pine nuts,water,-0.0251
cardamom,tomato,0.0611
cardamom,vinegar,-0.0294
coriander,tomato,0.1296
cheese,gruyere cheese,-0.0528
cheese,nutmeg,-0.0491
cream,gruyere cheese,0.1411
gruyere cheese,ham,0.2322
gruyere cheese,water,-0.0822
ham,lemon,-0.1563
leek,pumpkin,0.0225
leek,sauce,-0.0518
olive oil,pita bread,0.1403
pita bread,salt,-0.0013
pita bread,sauce,0.0367
pita bread,white wine,-0.0662
pumpkin,sauce,-0.1429
gin,rum,0.2499
rum,vodka,0.1958
alfalfa,cream cheese,0.0778
alfalfa,lettuce,0.2816
alfalfa,olive oil,-0.0198
bread,red wine,-0.0032
cream cheese,lettuce,-0.0711
maple syrup,oats,0.273
basil,fish,0.0323
brown sugar,capers,-0.1862
capers,pineapple,-0.1322
capers,pork,-0.0543
apple,cooking oil,-0.0006
apple,pecans,0.1074
apple,pineapple,0.0386
apple,yogurt,0.0665
brown sugar,cooking oil,-0.0596
butter,cooking oil,-0.126
butternut squash,egg,-0.1139
butternut squash,pineapple,-0.097
butternut squash,vanilla,-0.186
butternut squash,yogurt,-0.0198
cooking oil,pecans,-0.0225
cooking oil,pineapple,0.0144
cooking oil,vanilla,-0.0987
cooking oil,yogurt,-0.0051
pecans,pineapple,0.1326
pecans,yogurt,-0.0367
pineapple,yogurt,0.0065
brandy,white wine,0.0902
fish,garlic,0.0737
fish,olive oil,0.0786
fish,parsley,0.1488
fish,water,-0.0133
butter,gelatin,-0.1128
cinnamon,gelatin,-0.0569
gelatin,ginger,-0.0854
gelatin,milk,0.0732
gelatin,pumpkin,0.0341
gelatin,salt,-0.1533
beef,sake,-0.0063
beef,shiitake,0.0292
beef,tofu,-0.1558
beef,watercress,-0.014
onion,sake,-0.0059
onion,shiitake,0.0584
onion,watercress,-0.0094
sake,salt,-0.0361
sake,shiitake,0.2696
sake,tofu,0.1497
sake,water,0.0396
shiitake,sugar,-0.0773
sugar,watercress,-0.0761
butter,potato,0.0133
butter,sesame oil,-0.291
pork,potato,-0.0267
potato,sesame oil,-0.0557
potato,soy sauce,-0.0653
potato,sugar,-0.1042
potato,vinegar,-0.0279
vinegar,white pepper,0.0846
asparagus,egg,-0.0867
asparagus,parmesan cheese,0.1827
basil,provolone cheese,0.138
cheddar cheese,provolone cheese,-0.0447
lemon,rhubarb,0.0461
buttermilk,coconut,-0.0043
buttermilk,pecan,0.0261
buttermilk,pecans,0.1499
cinnamon,pecan,0.115
coconut,pecan,0.0484
cream cheese,orange,-0.024
cream cheese,pecan,0.054
nutmeg,pecan,0.0521
nutmeg,pecans,0.1438
orange,pecan,0.0444
orange,pecans,0.0694
pecan,sugar,0.0831
pecan,vanilla,0.1458
mozzarella cheese,rice,-0.0968
parsley,pine nuts,0.1226
pasta,yogurt,-0.0902
cream cheese,white wine,-0.1581
cinnamon,peanut butter,-0.0114
banana,fish,-0.0378
banana,pepper,-0.2398
fish,thyme,0.0882
butter,white bread,0.0668
oregano,white bread,-0.0196
brown sugar,shallot,-0.0969
peas,red wine,0.0304
asparagus,mozzarella cheese,0.006
asparagus,prosciutto,0.2579
basil,prosciutto,0.1688
garlic,prosciutto,0.0369
mozzarella cheese,prosciutto,0.196
gelatin,topping,0.4039
pineapple,topping,0.176
chicken,salad dressing,0.0969
feta cheese,pine nuts,0.191
feta cheese,raspberry,0.046
lettuce,raspberry,0.0149
pine nuts,raspberry,-0.0036
mustard,saffron,-0.1401
mustard,shiitake,-0.0758
red wine,saffron,0.0058
red wine,shiitake,0.0269
balsamic vinegar,yogurt,-0.0792
beans,shrimp,-0.0774
corn,okra,0.1054
okra,olive oil,0.005
okra,rice,0.1497
okra,shrimp,0.245
okra,tomato,0.1313
cream cheese,honey,-0.1237
buttermilk,cumin,-0.1365
bacon,cherry,0.0008
bacon,corn,0.0435
basil,lima beans,0.1018
cherry,lima beans,0.0867
cherry,onion,-0.0057
cherry,vinegar,0.0155
garlic,lima beans,0.0699
lima beans,olive oil,0.0816
egg,shallot,-0.0756
egg,tarragon,-0.0341
shallot,tarragon,0.2629
shallot,white wine,0.2635
cream,prosciutto,0.0563
capers,egg,-0.0918
capers,lemon,0.2307
broccoli,sauce,0.0229
celery,ham,0.1086
fennel,pumpkin,-0.049
brandy,lemon,0.0598
brandy,rum,0.1311
brandy,water,-0.002
lemon,rum,0.014
bagel,butter,-0.0376
bagel,pepper,-0.0181
banana,chocolate,0.1013
avocado,radish,0.1769
lemon,radish,-0.0275
olive oil,radish,-0.0585
onion,radish,0.0108
pepper,radish,-0.0532
coriander,egg,-0.1183
coriander,sour cream,-0.0549
coriander,turkey,-0.0262
cumin,egg,-0.1695
cumin,turkey,0.1021
ginger,sour cream,-0.1665
ginger,spinach,-0.0192
spinach,turkey,0.0916
broccoli,lamb,-0.1087
broccoli,sesame oil,0.1797
lamb,sauce,0
lamb,sesame oil,-0.0612
olive oil,sesame oil,-0.153
sauce,sesame oil,0.0799
barley,brown sugar,-0.0849
barley,garlic,0.0894
barley,kidney beans,0.1248
barley,sauce,-0.0116
barley,soy sauce,-0.0013
brown sugar,sweet potato,-0.0288
ketchup,kidney beans,0.1634
kidney beans,soy sauce,-0.0969
sauce,sweet potato,-0.0582
soy sauce,sweet potato,0.0272
bacon,cauliflower,0.0532
bacon,sunflower,0.0144
broccoli,salad dressing,0.1012
broccoli,sunflower,0.1927
cauliflower,salad dressing,0.0637
cauliflower,sugar,-0.1683
cauliflower,sunflower,0.0438
cauliflower,white wine,-0.0083
salad dressing,sugar,-0.2111
salad dressing,sunflower,0.0361
sunflower,white wine,-0.0103
lemon,sesame,-0.0547
lemon,sesame oil,-0.1085
cranberry,cream cheese,0.0297
cranberry,pecan,0.0682
cranberry,pecans,0.0555
pecan,water,-0.0388
lima beans,parsley,0.0958
lima beans,salt,0.032
prosciutto,swiss cheese,0.0957
olive oil,sesame,-0.0693
honey,mushroom,-0.2309
honey,pork,0.0157
honey,rice,-0.0718
mushroom,pineapple,-0.1385
mushroom,soy sauce,0.0188
cocoa powder,gelatin,-0.0055
marshmallow,orange,0.0266
cumin,salmon,-0.0365
cocoa,coconut,0.0733
cocoa,cream,0.1093
chicken,potato,0.0597
flour,sesame oil,-0.2235
cheddar cheese,potato,0.0957
coffee,tea,0.0557
balsamic vinegar,capers,0.1373
balsamic vinegar,feta cheese,0.2123
balsamic vinegar,pasta,0.0541
capers,feta cheese,0.1406
capers,oregano,0.1642
capers,pine nuts,0.1625
cherry,feta cheese,0.2252
feta cheese,pasta,0.1891
oregano,pine nuts,0.0023
bacon,buttermilk,-0.0544
adobo,orange,0.0014
beef,cottage cheese,0.1365
beef,wheat,-0.0487
cheese,wheat,0.0689
chili,cottage cheese,-0.0585
chili,wheat,0.0106
cottage cheese,wheat,0.134
garlic,wheat,-0.0246
sour cream,wheat,0.0286
chocolate,gelatin,0.0206
gelatin,mint,0.0126
gelatin,yogurt,0.1346
broccoli,cottage cheese,0.0818
broccoli,margarine,0.0232
cottage cheese,margarine,0.0325
allspice,apple,0.1787
allspice,onion,0.0372
lemon,pork,-0.0968
cumin,fish sauce,-0.061
beer,cheese,-0.0092
dill,potato,0.0593
bulgur,chili,0.0196
bulgur,olive oil,0.1625
bulgur,water,0.1539
chili,lemon,-0.0545
cheddar cheese,nutmeg,-0.0312
milk,potato,0.0494
nutmeg,potato,0.0313
brown sugar,cake,0.0153
brown sugar,pudding,0.0201
pudding,sour cream,0.0138
beans,saffron,-0.0103
coffee,peanut butter,-0.0275
cream,peanut butter,-0.0584
beans,grape,0.076
garlic,truffle,0.0624
lemon,truffle,-0.0259
olive oil,truffle,0.1008
salt,truffle,0.0308
apple,celery,0.0626
apple,wine,0.0266
celery,wine,0.025
cinnamon,sauce,-0.2353
sauce,vanilla,-0.3745
cheese,ketchup,0.0441
egg,ketchup,0.0287
molasses,oregano,-0.0939
molasses,vinegar,0.0986
mustard,oregano,-0.0102
cardamom,condensed milk,0.0903
pineapple,shrimp,0.0284
oats,orange,0.0199
cardamom,evaporated milk,0.0224
cardamom,pistachio,0.2226
cardamom,saffron,0.3771
evaporated milk,white bread,0.036
milk,pistachio,0.0763
milk,saffron,-0.0478
pistachio,saffron,0.2135
saffron,sugar,-0.0769
sugar,white bread,-0.0356
butter,capers,-0.0302
capers,white wine,0.2665
feta cheese,flour,-0.1649
flour,rosemary,-0.072
canola oil,cauliflower,0.0201
canola oil,plum,0.0006
canola oil,turmeric,0.1089
cauliflower,chili,-0.0231
cauliflower,orange,-0.1172
cauliflower,plum,-0.0068
cauliflower,turmeric,0.2511
coriander,orange,-0.0288
orange,plum,-0.0777
orange,turmeric,-0.1131
plum,turmeric,0.0712
carrot,lentils,0.2605
egg,lentils,-0.1483
flour,lentils,-0.1928
brown sugar,pie crust,0.0375
onion,pizza,0.0094
parmesan cheese,pizza,0.1935
pizza,sausage,0.1645
cinnamon,tea,0.0735
corn,sausage,-0.0006
bacon,goat cheese,0.0394
chicken,gelatin,-0.283
garlic,gelatin,-0.3576
gelatin,honey,-0.0142
gelatin,shrimp,-0.1378
gelatin,tomato,-0.1908
honey,tomato,-0.0952
beer,pasta,-0.1662
chicken,salad,0.0472
pasta,salad,-0.0106
cream,pine nuts,-0.0594
dill,ham,0.0467
dill,provolone cheese,-0.0009
ham,provolone cheese,0.2315
apple cider vinegar,butter,-0.1142
apple cider vinegar,cheddar cheese,-0.0844
apple cider vinegar,ham,-0.0962
cream cheese,mustard,-0.1358
cream cheese,white bread,0.0444
salt,white bread,-0.0138
apple,margarine,0.0316
apple,pastry,0.0695
margarine,pastry,0.0072
avocado,wheat,0.0791
cream cheese,wheat,-0.0062
pepper,wheat,-0.0303
tomato,wheat,0.0024
buttermilk,maple syrup,0.1061
lemon,prosciutto,0.0514
carrot,quinoa,0.1072
parsley,quinoa,0.0997
parsley,red wine,0.1537
quinoa,red wine,0.0104
allspice,beef,0.0849
allspice,dill,0.0101
allspice,meat,0.0385
allspice,parsley,-0.0089
allspice,sour cream,-0.0295
beef,dill,-0.0236
beef,nutmeg,-0.0602
dill,egg,-0.0555
dill,ginger,-0.1804
dill,meat,-0.0453
dill,nutmeg,-0.1125
ginger,meat,0.0578
lemon,meat,-0.1375
meat,nutmeg,-0.0151
meat,sugar,-0.1616
nutmeg,sauce,-0.0967
nutmeg,sour cream,-0.0074
cherry,lettuce,0.1559
lettuce,vinegar,0.0854
parmesan cheese,vinegar,-0.2042
cooking oil,honey,-0.0348
brown sugar,pistachio,0.003
butter,pistachio,0.0246
flour,pistachio,0.0077
pistachio,vanilla,0.0767
cake,milk,0.0781
cake,pineapple,0.1898
sherry,wild rice,0.2712
cauliflower,milk,0.027
cauliflower,parsley,0.093
cauliflower,potato,0.1519
cinnamon,peach,0.0948
lemon,wine,0.0257
orange,peach,0.1217
orange,wine,0.0742
peach,wine,0.1658
sugar,wine,-0.0107
balsamic vinegar,broccoli,-0.0038
balsamic vinegar,ginger,-0.0796
balsamic vinegar,rice,-0.1398
balsamic vinegar,sherry,-0.0588
balsamic vinegar,shiitake,0.0089
broccoli,brown sugar,-0.1586
broccoli,ginger,0.08
broccoli,rice,0.1277
broccoli,sherry,0.0886
broccoli,shiitake,0.0822
broccoli,soy sauce,0.157
brown sugar,shiitake,-0.0748
chicken,shiitake,0.0753
olive oil,sherry,0.0306
sherry,shiitake,0.1458
biscuit,mozzarella cheese,0.1331
buckwheat,cheddar cheese,-0.0084
buckwheat,egg,0.1178
buckwheat,milk,0.0999
buckwheat,mustard,0.0204
buckwheat,pepper,-0.0526
buckwheat,salmon,0.1519
egg,salmon,-0.0546
milk,salmon,-0.0985
phyllo dough,spinach,0.2552
broccoli,cabbage,-0.0071
broccoli,cornbread,0.0861
champagne,mustard,0.1168
champagne,walnut,0.1756
egg,walnut,-0.0102
endive,olive oil,0.1233
endive,salt,0.0359
endive,walnut,0.3397
mustard,walnut,0.1141
olive oil,roquefort cheese,0.0513
olive oil,walnut,0.0334
pepper,walnut,0.0222
roquefort cheese,salt,0.0197
garlic,pastry,-0.1168
oregano,pastry,-0.0688
pastry,rosemary,-0.0056
pastry,tomato,-0.0647
rosemary,tomato,0.054
capers,red wine,0.2154
lettuce,tortilla,0.2727
lettuce,turkey,0.2345
brown sugar,tofu,-0.0543
pepper,tofu,0.0038
tofu,tomato,-0.0304
basil,walnut,-0.0119
goat cheese,shallot,0.1915
goat cheese,walnut,0.2325
shallot,walnut,0.1455
cream cheese,shrimp,-0.0485
milk,shrimp,-0.145
peas,thyme,0.1298
brown sugar,dill,-0.1881
chili,dill,-0.0932
dill,hamburger,0.0667
ham,hamburger,-0.058
egg yolk,lettuce,0.0038
egg yolk,vinegar,-0.0612
lettuce,sesame,0.0695
agave,apple cider vinegar,0.1244
agave,chili,-0.0741
agave,cumin,-0.026
agave,garlic,-0.0972
agave,onion,-0.1575
agave,pepper,-0.1131
agave,water,0.0147
apple cider vinegar,lime,-0.0044
broccoli,lasagna,0.0602
bamboo shoots,beef,0.0433
bamboo shoots,celery,0.1059
bamboo shoots,garlic,0.0609
bamboo shoots,olive oil,-0.1581
bamboo shoots,oyster,0.3085
bamboo shoots,pepper,0.0312
bamboo shoots,pineapple,0.0892
bamboo shoots,soy sauce,0.3144
bamboo shoots,spinach,0.0776
bamboo shoots,water,0.1168
beef,pineapple,-0.0927
celery,pineapple,-0.0595
oyster,pineapple,-0.0089
oyster,spinach,-0.012
pineapple,spinach,-0.0936
cream,green beans,-0.1416
green beans,nutmeg,-0.1141
sesame,shiitake,0.1932
beef,pine nuts,-0.1083
beef,white bread,0.014
celery,pastry,-0.0659
celery,pine nuts,-0.0621
celery,white bread,0.054
cheddar cheese,pastry,-0.0461
cheddar cheese,pine nuts,-0.1812
egg,pine nuts,-0.1239
egg,white bread,0.0501
pastry,pine nuts,0.0279
pine nuts,white bread,0.037
coconut,corn,-0.0997
coconut,mustard,-0.115
corn,yogurt,-0.0734
basmati rice,beans,0.036
basmati rice,butter,-0.014
basmati rice,dill,0.0766
basmati rice,garlic,0.0774
basmati rice,olive oil,0.0484
basmati rice,salt,0.0829
beans,dill,-0.0753
romano cheese,tomato,0.1037
gruyere cheese,onion,0.0309
honey,turkey,-0.0658
pizza,prosciutto,0.1954
pizza,spinach,0.1135
prosciutto,sauce,-0.0237
prosciutto,spinach,0.1223
coconut,icing,0.1114
coconut,margarine,0.0065
icing,margarine,0.1305
peas,tomato,0.036
bacon,turkey,0.02
cheese,turkey,0.1028
ham,turkey,0.0839
asparagus,broccoli,-0.0015
asparagus,capers,0.0684
asparagus,pasta,0.1431
asparagus,water,-0.0398
broccoli,capers,-0.059
capers,water,-0.0955
nutmeg,pear,0.0513
nutmeg,syrup,0.0139
pear,salt,-0.0071
pear,syrup,0.0346
parsley,pizza,-0.0475
cauliflower,cheese,0.0359
cauliflower,sauce,-0.0545
cocktail,cream cheese,0.182
cocktail,cucumber,0.1168
cocktail,onion,-0.0194
cream cheese,cucumber,-0.0487
brown sugar,dark chocolate,0.0547
dark chocolate,salt,-0.0127
dark chocolate,syrup,0.1547
dark chocolate,vanilla,0.1696
melon,salt,-0.076
broccoli,cherry,0.0557
broccoli,shallot,0.0089
cherry,shallot,0.1253
parmesan cheese,shallot,0.0804
pecans,pomegranate,0.0168
pine nuts,thyme,0.0016
milk,soy sauce,-0.2994
parsley,pineapple,-0.1983
garlic,oats,-0.3212
oats,oregano,-0.2305
oats,parmesan cheese,-0.3098
oats,parsley,-0.2437
beans,blue cheese,-0.136
broccoli,ricotta cheese,0.0703
avocado,dill,0.0296
avocado,feta cheese,0.1137
avocado,pita bread,0.1069
cabbage,cucumber,0.0893
cabbage,feta cheese,-0.1012
cabbage,yogurt,-0.0388
cucumber,feta cheese,0.3186
cucumber,lemon,0.1199
cucumber,pita bread,0.25
cucumber,tomato,-0.0142
dill,pita bread,0.1439
dill,tomato,-0.0277
feta cheese,pita bread,0.298
feta cheese,tomato,0.0155
garlic,pita bread,0.0885
lemon,pita bread,0.1305
pepper,pita bread,0.0428
pita bread,tomato,0.0562
pita bread,yogurt,0.2597
celery,macaroni,0.1133
celery,wheat,-0.0282
cheddar cheese,wheat,0.0571
basil,macaroni,-0.012
beef,macaroni,0.164
garlic,macaroni,0.0007
lemon,macaroni,-0.1831
macaroni,olive oil,-0.0752
macaroni,parsley,0.0266
macaroni,sauce,0.0568
macaroni,soy sauce,-0.2017
apple,chocolate,-0.215
egg yolk,honey,-0.0163
egg yolk,margarine,0.0321
honey,margarine,-0.0716
chickpea,cumin,0.2062
chickpea,garlic,0.0233
chickpea,pepper,0.0212
leek,miso,0.2955
leek,pork,0.1363
leek,sesame oil,0.2048
cumin,mexican oregano,0.363
cumin,mozzarella cheese,-0.1586
flour,mexican oregano,-0.0237
garlic,mexican oregano,0.153
mexican oregano,onion,0.1327
bamboo shoots,brown sugar,-0.0342
bamboo shoots,chili,0.1601
bamboo shoots,ginger,0.2037
bamboo shoots,lettuce,0.0467
bamboo shoots,onion,0.0297
bamboo shoots,sauce,0.0245
bamboo shoots,sesame oil,0.3366
brown sugar,lettuce,-0.1853
celery,ginger,-0.0457
celery,lettuce,0.0657
chili,lettuce,0.0851
ginger,lettuce,-0.0282
sesame oil,turkey,-0.0276
mozzarella cheese,yogurt,-0.1576
sauce,yogurt,-0.1101
cabbage,cheddar cheese,-0.1085
cinnamon,star anise,0.2486
coconut,star anise,0.028
cumin,star anise,0.0424
star anise,water,0.1047
adobo,thyme,-0.0225
lime,oregano,0.0261
oregano,shrimp,0.0738
cake,cherry,0.0728
cake,chocolate,0.1831
cherry,chocolate,-0.0531
cherry,water,-0.0726
chocolate,pistachio,0.069
artichoke,romano cheese,0.2134
artichoke,shrimp,0.0833
artichoke,spinach,0.2886
romano cheese,shrimp,0.0447
romano cheese,sour cream,-0.0432
romano cheese,spinach,0.1774
shrimp,spinach,-0.0006
ginger,tea,0.08
celery,peanut butter,-0.1837
mushroom,sesame,-0.0989
lemon,turmeric,0.0708
brown sugar,peas,-0.1899
coconut,sausage,-0.2263
fish sauce,ginger,0.2867
fish sauce,peas,0.0756
fish sauce,salt,-0.0551
ginger,sausage,-0.215
lime,sausage,-0.1628
peas,sausage,0.0483
sausage,soy sauce,-0.1356
butter,winter squash,-0.0029
flour,winter squash,-0.0667
salt,winter squash,0.0526
sugar,winter squash,-0.0784
parmesan cheese,ravioli,0.2604
ginger,lentils,0.1299
honey,lentils,-0.0728
lentils,mustard,0.0466
lentils,soy sauce,-0.0898
crab,egg,-0.029
crab,lettuce,0.0961
crab,rice,0.1388
crab,vinegar,0.0847
egg,soup,-0.024
rice,soup,0.0712
soup,vinegar,-0.0498
beef,broccoli,-0.0604
beef,cherry,-0.1425
broccoli,tomato,-0.0926
cherry,tomato,-0.1005
bread,chocolate,-0.1668
bread,cocoa powder,-0.1218
bread,egg yolk,0.0438
cocoa powder,egg yolk,0.1315
egg yolk,water,-0.0029
cooking oil,lime,0.0501
cooking oil,shiitake,0.0702
lime,shiitake,0.059
pork,shiitake,0.1242
butter,sweet potato,-0.054
sugar,sweet potato,-0.1102
broccoli,orange,-0.0725
chicken,pancake,-0.1692
orange,pancake,-0.0437
orange,salad dressing,-0.0758
