name_a,name_b,score
cinnamon,fish sauce,-0.1849
cinnamon,tamarind,0.0188
fish sauce,potato,-0.0261
cranberry,thyme,-0.0823
beans,pecans,-0.2576
orange,star anise,0.1449
sausage,sesame oil,-0.1625
cauliflower,marjoram,0.1114
honey,marjoram,-0.1088
ginger,wakame,0.1127
miso,wakame,0.4729
salt,wakame,-0.0608
vinegar,wakame,0.148
olive oil,shortening,-0.3477
shortening,tomato,-0.1677
bacon,romano cheese,0.0261
goat cheese,romano cheese,0.0452
apple cider vinegar,bread,-0.0831
peanut butter,potato,-0.0417
blue cheese,cumin,-0.1218
bamboo shoots,carrot,0.186
nuts,yogurt,-0.0243
salad dressing,sausage,-0.0895
cranberry,pizza,0.0008
coffee,fudge,0.1562
cream cheese,fudge,0.1181
miso,potato,0.0579
potato,soup,0.1606
egg yolk,sweet potato,0.118
meat,pizza,-0.0136
grape,pecans,-0.0539
artichoke,salmon,-0.0288
cranberry,swiss cheese,0.0172
ricotta cheese,tarragon,0.0344
quinoa,shiitake,0.086
brandy,molasses,0.0583
brandy,rosemary,0.0324
brandy,vinegar,-0.1133
coffee,mustard,-0.2013
almond,icing,0.1132
chicken,focaccia,0.0595
focaccia,lemon,0.0152
bacon,turnip,0.1039
garlic,swordfish,0.0693
chicken,vanilla,-0.5602
almond,tea,-0.0003
avocado,banana,-0.0164
biscuit,lemon,-0.0782
brown sugar,lamb,-0.164
chocolate,cumin,-0.3309
jicama,sour cream,-0.0128
broccoli,prosciutto,-0.0457
avocado,thyme,-0.1667
chard,peas,0.0548
pork,wild rice,0.0145
adobo,mexican oregano,0.2814
allspice,mace,0.2416
cashew,fish sauce,0.1434
banana,corn,-0.1394
basmati rice,salmon,0.0097
balsamic vinegar,turkey,-0.0612
brown sugar,vodka,-0.1665
coriander,pita bread,0.1368
avocado,beer,-0.0768
coconut,white bread,-0.1538
pine nuts,plum,0.0423
brown sugar,sourdough,-0.0599
gruyere cheese,sourdough,0.2547
red wine,sourdough,-0.0213
sage,sourdough,0.1218
sage,white pepper,0.0876
sourdough,white pepper,0.0427
pie,rum,0.0358
grapefruit,pomegranate,0.2052
canola oil,ice cream,-0.1071
ice cream,sour cream,-0.1644
cherry,cranberry,-0.0085
salmon,swiss cheese,-0.0501
mustard,nuts,-0.1895
buttermilk,sourdough,0.0208
basil,phyllo dough,0.0124
mozzarella cheese,phyllo dough,0.0449
quinoa,sausage,-0.0972
cardamom,spinach,-0.0726
gelatin,sugar substitute,0.1156
celery,nuts,-0.2187
barley,ginger,-0.0778
ketchup,syrup,-0.1135
artichoke,green beans,0.0219
artichoke,saffron,0.1091
margarine,tortilla,-0.0952
buckwheat,vanilla,0.0236
allspice,cooking oil,-0.0031
tofu,turmeric,0.1054
lime,sugar substitute,-0.0442
cardamom,dates,0.1512
maple syrup,popcorn,0.0296
mozzarella,ricotta cheese,0.1542
cherry,ravioli,0.1692
endive,garlic,-0.0681
endive,shrimp,0.0798
cardamom,rum,-0.0209
flour,radish,-0.1242
mustard,radish,0.0115
fig,mustard,0.0653
almond,mustard,-0.2288
hamburger,lentils,-0.0089
nutmeg,topping,-0.0613
cardamom,nuts,0.0832
mozzarella cheese,tarragon,-0.1165
celery,olive,0.068
olive,white wine,0.0887
almond,parsley,-0.3102
almond,white wine,-0.2404
macaroni and cheese,pizza,0.1845
coriander,watercress,0.0347
soy sauce,sugar substitute,-0.0813
lime,marjoram,-0.0616
hamburger,shallot,-0.0337
goat cheese,turkey,-0.002
kale,sesame oil,0.0095
kale,soy sauce,-0.0226
kale,tofu,0.0932
artichoke,mushroom,-0.0109
asparagus,chervil,0.2457
hamburger,horseradish,0.1005
grape,pizza,0.0449
peanut oil,shallot,0.0879
canola oil,dark chocolate,-0.0275
egg,ghee,-0.1067
cooking oil,jalapeno,0.0728
canola oil,sake,-0.0186
cauliflower,dill,0.0568
goat cheese,pancetta,0.0966
cornbread,sugar,-0.1747
beans,oyster,-0.0702
saffron,sage,0.0465
bread,butternut squash,-0.0556
bonito,ginger,0.0772
bonito,okra,0.2992
okra,soy sauce,0.0158
cooking oil,pasta,-0.0947
beans,sake,-0.127
nuts,pastry,-0.0195
pastry,shortening,-0.1011
meat,mushroom,0.0731
bacon,banana,-0.1462
banana,chicken,-0.2401
banana,mozzarella cheese,-0.1328
bacon,cake,-0.2237
cream cheese,marjoram,-0.1036
marjoram,sour cream,0.0519
egg roll,sesame oil,0.1649
dill,mushroom,-0.0815
agave,maple syrup,0.0304
cheddar cheese,cranberry,-0.0839
mustard,turnip,0.0158
butter,pectin,-0.074
lime,pectin,0.0009
avocado,cauliflower,-0.046
anchovy,brown sugar,-0.1838
anchovy,shallot,0.1804
plum,rosemary,0.1174
jasmine,salmon,0.0499
bulgur,cucumber,0.2469
bulgur,grape,0.1888
dill,wheat,-0.011
almond,quinoa,0.0772
champagne,raspberry,0.2314
barley,lime,-0.0861
cheddar cheese,cocktail,-0.0097
oregano,vermouth,-0.005
cooking oil,saffron,0.074
cooking oil,okra,0.1671
almond,potato,-0.0391
cider,orange,0.0964
cider,water,-0.0628
cherry,sunflower,-0.0107
champagne,sour cream,-0.1007
oats,sweet potato,-0.0591
apple,stuffing,0.1045
blue cheese,brown sugar,-0.1472
marjoram,white bread,0.1439
almond,gelatin,0.0246
beef,tarragon,-0.0957
sunflower,tarragon,0.0335
bread,pear,0.0339
kale,kidney beans,0.1199
kidney beans,oyster,0.0277
apple,evaporated milk,-0.0534
avocado,kidney beans,0.0338
avocado,lentils,-0.0195
kidney beans,lentils,0.11
lentils,lettuce,-0.0467
lentils,taco,-0.0126
green beans,pecans,-0.1045
cocoa,cooking oil,0.0151
cooking oil,lentils,0.0842
tamarind,tofu,0.1835
pastry,pork,-0.1776
cake,ricotta cheese,-0.0192
pineapple,ricotta cheese,-0.1491
beans,cauliflower,-0.063
asparagus,fish sauce,-0.0414
pancetta,pine nuts,0.1707
parmesan cheese,pineapple,-0.2736
cauliflower,tofu,0.0197
jasmine,tofu,0.1417
salad dressing,yogurt,-0.1087
fenugreek,vinegar,0.0352
agave,rice,-0.0428
pork,turmeric,-0.0395
caraway,white wine,0.0716
brandy,spinach,-0.1054
beef,butternut squash,-0.1547
butternut squash,soy sauce,-0.1384
macaroni,soup,0.124
cream,tofu,-0.2281
chocolate,turkey,-0.2896
capers,chard,0.0993
cherry,wheat,-0.0025
chili,wasabi,-0.018
chili,watercress,-0.0515
chili,oats,-0.2005
corn,oats,-0.2193
oats,spinach,-0.2111
apple cider vinegar,pine nuts,-0.0097
kidney beans,yogurt,-0.105
basmati rice,carrot,0.0874
cabbage,radish,0.1379
cottage cheese,pecans,-0.0384
cottage cheese,sage,-0.0232
pineapple,shortening,-0.0864
chickpea,flour,-0.0672
pecans,wild rice,0.1306
kale,shallot,0.1588
kale,shiitake,0.1207
apple cider vinegar,hamburger,0.0598
green beans,hamburger,-0.0249
blue cheese,ketchup,-0.0473
coconut,mixed nuts,0.0606
mixed nuts,pepper,-0.1158
coconut,salad,-0.1463
blue cheese,mozzarella cheese,-0.0283
sausage,wine,-0.0057
biscuit,pecans,0.086
pine nuts,red wine,0.0981
onion,ricotta,0.0375
parsley,winter squash,0.0426
rice,winter squash,0.0776
canola oil,marshmallow,-0.0201
canola oil,topping,-0.1702
cream cheese,sage,-0.1588
biscuit,sour cream,0.0645
honey,strawberry,-0.059
olive oil,strawberry,-0.2704
coconut,meat,-0.0971
cheese,pancake,-0.0823
cinnamon,tangerine,0.0494
basil,shortening,-0.2477
celery,shortening,-0.2117
spinach,white bread,-0.0523
gelatin,mango,0.1255
apple,sugar substitute,0.0928
avocado,sourdough,0.1123
topping,yogurt,-0.0498
salmon,wasabi,0.2615
onion,roquefort cheese,-0.0366
parsley,roquefort cheese,0.0734
roquefort cheese,spinach,0.1648
roquefort cheese,sugar,-0.0792
roquefort cheese,vinegar,0.1408
beef,jasmine,0.0315
beef,peanut butter,-0.2469
coconut,oyster,-0.0221
jasmine,oyster,0.255
garlic,roquefort cheese,-0.0522
flour,grapefruit,-0.1441
burdock,olive oil,-0.1255
ketchup,sake,0.0368
dark chocolate,nuts,0.1249
white wine,wild rice,0.0386
cake,sherry,0.048
pudding,sherry,-0.0022
blue cheese,cottage cheese,0.0062
brown sugar,provolone cheese,-0.1535
lasagna,pork,-0.0969
lasagna,provolone cheese,0.1646
chicken,mung bean,0.0348
lentils,sunflower,0.0942
flour,madeira wine,0.0155
pie crust,yogurt,-0.0109
basil,bulgur,-0.007
cranberry,parmesan cheese,-0.1791
balsamic vinegar,focaccia,0.2032
focaccia,parmesan cheese,0.0609
apple cider vinegar,tarragon,0.0586
beans,white pepper,-0.0684
pita bread,rosemary,-0.0147
peanut,pepper,-0.0333
peanut,pizza,0.2262
cream cheese,pancetta,-0.1248
butternut squash,cauliflower,0.0289
orange,pectin,0.0264
cherry,meat,-0.044
coriander,margarine,-0.1395
coriander,meat,0.0403
blue cheese,brandy,0.0412
blue cheese,dates,0.0521
jasmine,milk,-0.1563
avocado,butternut squash,-0.0283
cinnamon,safflower,0.0354
endive,parmesan cheese,-0.0285
corn,cornbread,0.2034
cornbread,pecans,0.0473
shiitake,wine,0.1434
chicken,port wine,-0.0107
chard,pine nuts,0.2345
pie,strawberry,0.1177
rosemary,wild rice,0.0386
cream,quinoa,-0.2277
peppermint,sugar substitute,0.1965
evaporated milk,pastry,0.0545
blueberry,egg,0.0018
buttermilk,cardamom,0.0353
fennel,fish sauce,-0.0211
kidney beans,mozzarella cheese,-0.115
bread,buffalo,0.0235
sugar substitute,tomato,-0.0696
bonito,butter,-0.1892
chicken,chickpea,-0.0456
chickpea,lemon,0.032
chickpea,onion,0.0224
ginger,pudding,-0.1945
beer,buttermilk,-0.0309
pineapple,raspberry,-0.0038
artichoke,ham,-0.0037
artichoke,prosciutto,0.1421
artichoke,provolone cheese,0.1842
lettuce,prosciutto,0.0074
prosciutto,salad dressing,0.0354
prosciutto,sausage,-0.0598
ginger,pear,0.0709
pear,pork,-0.0027
pear,sauce,-0.126
pear,sesame oil,0.0747
cauliflower,sage,-0.047
chicken,endive,-0.1003
green beans,wild rice,0.0617
lima beans,pasta,0.0449
lima beans,tomato,0.0631
flour,hazelnut,-0.0336
marjoram,sherry,0.0798
acorn,thyme,0.1095
brandy,sparkling wine,0.3009
rum,vermouth,0.1143
apple cider vinegar,goat cheese,0.073
cream,wheat,-0.1561
leek,sake,0.294
peanut butter,strawberry,0.0215
broccoli,pancetta,0.0585
cheddar cheese,pancetta,-0.0861
cinnamon,fig,0.0394
fig,vanilla,-0.0126
pectin,pineapple,0.1048
ham,watercress,0.0314
flour,mandarin orange,-0.0918
lemon,mandarin orange,0.0108
mandarin orange,salt,-0.0838
cucumber,lentils,0.0554
asparagus,shiitake,0.1211
asparagus,wine,0.0195
balsamic vinegar,cranberry,-0.0162
brown sugar,buckwheat,0.0227
buckwheat,garlic,-0.0631
melon,orange,0.1405
cheese,provolone cheese,-0.0167
garlic,rye bread,-0.0713
basil,milk powder,-0.0467
margarine,milk powder,0.0484
chili,walnut,-0.0997
tofu,wheat,0.0576
feta,lamb,0.1749
buttermilk,raspberry,-0.0202
apricot,sesame,-0.021
apricot,sesame oil,-0.0553
apricot,vinegar,0.0186
coriander,leek,0.0655
barley,coriander,-0.0002
cake,cranberry,-0.0232
evaporated milk,sugar substitute,0.127
shortening,sugar substitute,0.0531
broccoli,fish,-0.0766
avocado,watercress,0.1563
milk powder,wheat,0.204
lentils,margarine,-0.0905
cocktail,lime,-0.0359
coconut,marshmallow,-0.002
ginger,safflower,0.1137
safflower,soy sauce,0.1014
bacon,roquefort cheese,0.0876
dates,walnut,0.2203
almond,avocado,-0.0438
avocado,chocolate,-0.2549
chard,flour,-0.1502
mushroom,peanut oil,-0.0572
cherry,white pepper,-0.062
cucumber,shiitake,-0.0054
honey,shiitake,-0.086
icing,pudding,0.1381
banana,pie,-0.0722
chocolate,white bread,-0.1341
almond,goat cheese,-0.0933
basmati rice,spinach,0.0454
marshmallow,oats,-0.0315
allspice,banana,-0.0195
cottage cheese,feta cheese,0.0457
phyllo dough,sour cream,0.0402
anchovy,balsamic vinegar,0.0414
bulgur,ginger,-0.0195
broccoli,pastry,-0.0982
pineapple,tortilla,-0.0819
shiitake,wild rice,0.1582
peppermint,vodka,0.0953
apple,cocoa powder,-0.17
syrup,tofu,-0.0903
fish sauce,parmesan cheese,-0.2193
almond,brandy,0.0282
apricot,brandy,0.1365
apricot,sour cream,-0.0121
brandy,tarragon,0.1634
asparagus,sherry,0.0025
cabbage,wine,-0.0468
coconut,sweet potato,0.0691
artichoke,quinoa,0.008
corn oil,nutmeg,-0.0094
cooking oil,kale,0.0131
cooking oil,oats,-0.0877
ham,quinoa,-0.0824
quinoa,white pepper,-0.0271
grape,pork,-0.0758
apple,white bread,-0.0088
basil,dates,-0.1594
dates,parsley,-0.1134
adobo,taco,0.1027
plum,romano cheese,0.0771
corn oil,cream cheese,-0.0474
anchovy,lettuce,0.1978
banana,strawberry jam,0.1751
cherry,romano cheese,0.0373
potato,yogurt,-0.0209
artichoke,wheat,0.0591
pasta,wheat,-0.1262
champagne,lettuce,0.0261
phyllo dough,ricotta cheese,0.2293
butternut squash,peanut butter,-0.0937
asparagus,yogurt,-0.0383
dates,pomegranate,0.1039
fish sauce,white wine,-0.1206
capers,grape,0.1526
capers,snapper,0.2812
dates,white wine,-0.1053
kale,lasagna,0.0742
kale,ricotta cheese,0.0607
olive oil,peanut,-0.0669
peanut,salt,-0.036
apple,marjoram,0.0211
horseradish,nutmeg,-0.0568
chili,mozzarella,0.0018
cashew,ginger,0.1541
cashew,spinach,0.0467
cashew,tofu,0.1851
shrimp,wine,0.0204
eggplant,miso,0.1375
cauliflower,rosemary,0.0126
butternut squash,cheese,-0.003
coriander,pomegranate,0.1032
parsley,pomegranate,-0.0064
almond,cauliflower,-0.0429
pear,yogurt,0.0234
anchovy,chili,-0.056
pastry,raspberry,0.0536
shallot,snapper,0.2039
chia,dates,0.2495
dill,pecans,-0.1686
parmesan cheese,shortening,-0.2611
cauliflower,evaporated milk,-0.0457
salad,salmon,0.0799
anchovy,cabbage,0.0159
pine nuts,salad,0.0715
butternut squash,parsnip,0.3021
parsnip,sweet potato,0.3901
rosemary,sweet potato,0.081
sweet potato,thyme,0.0728
lettuce,macaroni,-0.1269
cheese,relish,0.0141
relish,yogurt,0.0019
cornbread,taco,0.1876
oregano,shortening,-0.1521
almond,walnut,0.02
chili,horseradish,0.0305
cheese,pecan,-0.1003
oyster,star anise,0.161
cabbage,fenugreek,0.1255
cardamom,cherry,-0.0409
beef,pear,-0.0931
canola oil,pear,0.0628
canola oil,radish,0.0083
pear,rice,-0.0814
pear,soy sauce,-0.0603
apple cider vinegar,mint,-0.0575
apple cider vinegar,pumpkin,-0.0278
lime,peppermint,-0.0929
nutmeg,wild rice,-0.0374
jasmine,tomato,-0.0194
agave,quinoa,0.1118
peanut butter,shrimp,-0.1491
fish,shallot,0.059
chia,mango,0.1767
bread,stuffing,-0.0741
apple,cardamom,0.0556
chard,rice,0.0082
goat cheese,lamb,0.0296
peanut oil,tarragon,0.0041
arrowroot,potato,0.1508
cauliflower,cooking oil,-0.0212
chili,corn oil,0.0807
corn oil,oregano,0.0523
sugar,tortilla,-0.2781
gelatin,melon,0.1825
fish,tarragon,0.0871
basil,stuffing,-0.0861
crab,nutmeg,0.0003
chard,turkey,0.0476
lime,pear,0.0291
anchovy,cauliflower,0.0922
enchilada,sauce,-0.0421
chia,lime,-0.0178
kidney beans,mushroom,-0.0479
champagne,honey,0.02
coconut,corn oil,-0.0303
agave,sesame,0.0526
agave,sesame oil,0.0515
agave,tofu,0.1244
agave,vinegar,0.0221
bagel,egg,-0.02
bagel,onion,-0.071
anchovy,romano cheese,0.1304
agave,milk,-0.0942
apple,gruyere cheese,0.0473
anchovy,salmon,0.0473
fudge,pudding,0.1713
cheddar cheese,fennel,-0.1612
evaporated milk,ham,0.0005
ginger,pita bread,-0.0521
jalapeno,pita bread,-0.023
pineapple,pita bread,-0.0359
honey,tortilla,-0.1033
cauliflower,romano cheese,0.0774
cheddar cheese,cucumber,-0.1719
chocolate,coriander,-0.3027
chocolate,tomato,-0.3569
cabbage,sweet potato,-0.02
peanut butter,sweet potato,0.0275
red wine,sweet potato,-0.0496
pineapple,turmeric,-0.0489
almond,broccoli,-0.1764
almond,tomato,-0.2262
cranberry,sauce,-0.0885
allspice,sausage,-0.1038
coffee,cottage cheese,-0.0546
lettuce,sherry,-0.0743
chocolate,wine,-0.167
milk,wine,-0.1721
cumin,dates,-0.0382
allspice,corn,-0.1378
cream cheese,lasagna,0.0542
chicken,parsnip,0.0834
pine nuts,sesame oil,-0.0542
cake,margarine,0.0699
cardamom,pecans,0.0083
artichoke,lasagna,0.1384
cherry,sage,-0.0979
anchovy,artichoke,0.1059
nutmeg,plum,-0.1429
cheddar cheese,watercress,-0.0406
dates,lamb,0.0387
beans,corn oil,0.0302
beans,evaporated milk,-0.1443
cheese,corn oil,-0.0198
cumin,evaporated milk,-0.1426
allspice,condensed milk,-0.0332
gelatin,rhubarb,0.1175
pineapple,rhubarb,0.0215
feta cheese,ham,-0.1049
pancetta,ricotta cheese,0.1093
kidney beans,wheat,0.0274
peas,wheat,-0.0643
sesame oil,wheat,-0.0295
blue cheese,ricotta cheese,-0.0428
rum,topping,0.0054
jalapeno,miso,-0.0215
peanut oil,sake,0.0858
artichoke,cinnamon,-0.2041
artichoke,honey,-0.1376
shallot,swiss cheese,-0.0036
macaroni,spinach,0.0223
maple syrup,sweet potato,0.0401
albacore tuna,water,-0.0716
celery,mandarin orange,0.0431
chicken,mandarin orange,-0.0087
mandarin orange,sauce,-0.0095
mandarin orange,vinegar,0.0498
beans,sesame,-0.1363
pancake,sour cream,-0.1025
pancake,topping,0.0507
rum,thyme,-0.121
brown sugar,salad dressing,-0.2013
beef,kale,-0.0973
sugar,turnip,-0.0819
adobo,cabbage,0.0705
cabbage,grape,-0.0559
apple,dates,0.0822
cardamom,tamarind,0.2409
dates,molasses,0.0827
dates,vinegar,-0.0748
tamarind,tomato,0.0458
tamarind,vinegar,0.1368
salad dressing,white bread,-0.0081
fish,plum,0.0655
plum,soy sauce,-0.1167
crab,okra,0.2461
butter,peanut,-0.0851
adobo,lentils,0.053
peanut oil,turkey,0.0107
bagel,garlic,-0.0994
sausage,sweet potato,-0.011
lemon,peppermint,-0.1736
ketchup,rosemary,-0.0481
grape,tortilla,0.0151
avocado,buttermilk,-0.1027
grapefruit,salmon,0.0662
cream cheese,tea,-0.1451
maple syrup,pasta,-0.2204
coconut,sherry,-0.1312
canola oil,fish,0.0056
bonito,cheese,-0.024
cheese,wasabi,-0.0989
brown sugar,tarragon,-0.1497
eggplant,shrimp,-0.0546
lettuce,squid,0.0758
celery,cocoa powder,-0.2884
olive,vermouth,0.3711
egg yolk,feta cheese,-0.0084
nutmeg,pizza,-0.1686
egg yolk,oats,-0.0352
butternut squash,wheat,0.0594
plum,white bread,0.0397
lamb,margarine,-0.1038
dark chocolate,raspberry,0.0572
artichoke,wine,0.057
sugar,taco,-0.2999
orange,sparkling wine,0.1694
champagne,strawberry,0.2107
apricot,chocolate,-0.0928
cheese,raisin bread,0.0245
cinnamon,raisin bread,0.1888
honey,raisin bread,0.0912
bacon,brandy,-0.0822
allspice,shallot,-0.0236
cinnamon,tarragon,-0.2116
peach,pudding,0.0763
pancetta,provolone cheese,0.1361
cranberry,gelatin,0.209
ginger,port wine,0.0407
miso,red wine,-0.0399
cinnamon,goat cheese,-0.1724
onion,vanilla,-0.5543
eggplant,mint,0.0421
chili,lima beans,0.0067
parsley,phyllo dough,0.0394
vermouth,white wine,0.0008
bread,crab,-0.0235
rice,topping,-0.1908
kale,pancetta,0.1417
cauliflower,cherry,0.0084
corn oil,olive oil,-0.203
bulgur,cherry,0.1147
canola oil,peach,0.011
butter,kohlrabi,-0.0168
barley,cheddar cheese,-0.0956
soy sauce,wheat,-0.0373
fish,ketchup,-0.0421
meat,miso,0.0916
avocado,sherry,-0.0585
egg yolk,tarragon,0.0657
apple,cider,0.1794
kale,lettuce,-0.1297
kale,mint,0.0039
allspice,jalapeno,-0.068
avocado,sunflower,0.0139
pecan,yogurt,-0.0733
avocado,raspberry,0.0033
cheese,oats,-0.3507
leek,shrimp,-0.0108
pork,squid,0.0125
soy sauce,squid,0.1499
fig,sugar,-0.0692
burdock,flour,-0.134
shrimp,wheat,-0.0612
bulgur,dill,0.0704
bulgur,feta cheese,0.1484
bulgur,spinach,0.0747
pie crust,white chocolate,0.0666
broccoli,kidney beans,-0.0836
mango,spinach,0.0071
acorn,margarine,0.0432
mozzarella cheese,sunflower,-0.1227
chili,pecan,-0.0476
avocado,shallot,0.075
bacon,oyster,-0.0869
cumin,wine,-0.1402
allspice,caraway,0.0634
enchilada,hamburger,0.0826
nutmeg,sourdough,-0.0322
plum,potato,0.0246
brandy,pastry,0.0275
pastry,wheat,0.045
bulgur,coriander,0.1098
bulgur,honey,0.0514
bulgur,vinegar,-0.0107
balsamic vinegar,lasagna,0.0173
cherry,kale,0.042
gelatin,white chocolate,0.0507
eggplant,sesame,0.0305
cooking oil,sage,-0.0081
apricot,parsley,-0.1024
buckwheat,sesame,0.1117
lime,rhubarb,-0.0661
orange,pear,0.0891
cherry,sourdough,-0.0294
lime,sourdough,-0.1194
ice cream,marshmallow,0.163
provolone cheese,swiss cheese,0.0663
caraway,sage,0.0596
caraway,sauce,-0.0742
brandy,egg yolk,0.1284
brandy,ketchup,-0.0279
ketchup,sunflower,-0.0146
brown sugar,pancetta,-0.1437
pancetta,pecans,-0.0242
flour,quail,-0.0517
garlic,quail,-0.0114
brown sugar,tortilla,-0.2672
egg,safflower,-0.0165
millet,nutmeg,0.0765
nutmeg,safflower,0.0963
molasses,white wine,-0.1769
sauce,sugar substitute,-0.1311
sauce,turnip,0.0027
turnip,vinegar,0.1048
ham,syrup,-0.1952
cabbage,lentils,0.0147
ham,mint,-0.1639
chili,cranberry,-0.0433
avocado,soup,0.0238
salad dressing,wine,0.0167
bonito,pepper,-0.1249
pastry,sweet potato,0.0334
acorn,rice,-0.0277
pecan,thyme,-0.0954
broccoli,butternut squash,-0.0775
radish,shiitake,0.1822
eggplant,honey,-0.0815
eggplant,red wine,0.1003
avocado,provolone cheese,0.0081
avocado,pork,-0.1212
canola oil,jicama,0.0445
cheese,quail,0.029
squid,sugar,-0.1101
fenugreek,lemon,0.038
fenugreek,yogurt,0.1563
egg,peanut,-0.0091
peanut,sugar,-0.0573
peanut,vanilla,0.0113
cardamom,celery,-0.1858
canola oil,milk powder,0.1284
chicken,milk powder,-0.1212
garlic,milk powder,-0.1621
milk powder,parsley,-0.0881
hamburger,white wine,-0.121
beef,egg roll,0.1032
cream,eggplant,-0.13
grapefruit,rosemary,0.0492
romano cheese,yogurt,-0.0609
fish,squid,0.2587
cream,provolone cheese,-0.1217
bacon,oats,-0.2661
cheddar cheese,peanut butter,-0.2972
bacon,tofu,-0.2119
champagne,white wine,-0.0363
apricot,rum,0.1164
coriander,jasmine,0.0851
bacon,watercress,-0.0112
lime,safflower,0.0278
cheddar cheese,dates,-0.1902
celery,sourdough,0.0027
feta,mozzarella cheese,0.0388
capers,sherry,0.0741
brown sugar,egg roll,-0.0152
egg roll,vinegar,0.0558
cooking oil,dill,-0.022
parsley,peanut butter,-0.2694
pasta,peanut butter,-0.2516
celery,pie crust,-0.1671
peas,pie crust,-0.0685
lamb,white pepper,0.0358
sesame oil,squid,0.1393
basil,horseradish,-0.087
horseradish,watercress,0.2243
carrot,lima beans,0.131
rice,squid,0.1119
squid,vinegar,0.0485
basil,gelatin,-0.2028
chili,cornbread,0.0657
cornbread,parmesan cheese,-0.0481
mushroom,salad dressing,0.0191
pizza,shrimp,-0.1055
meat,peas,0.0387
champagne,thyme,-0.0038
pomegranate,walnut,0.1859
cheese,okra,-0.1013
burrito,sauce,0.0847
parsley,vodka,-0.1049
shrimp,vodka,-0.067
balsamic vinegar,ham,-0.0782
sake,squid,0.2482
anise,pork,0.0259
basmati rice,egg,-0.185
cottage cheese,tortilla,0.0338
apricot,nutmeg,-0.0211
bulgur,mustard,-0.0123
dark chocolate,topping,0.003
green beans,pumpkin,-0.1025
pumpkin,sesame,-0.0879
pumpkin,sesame oil,-0.1789
cheese,ricotta,0.0109
ricotta,water,-0.0461
honey,phyllo dough,0.0461
cherry,macaroni,-0.0479
lima beans,sugar,-0.089
bacon,sweet potato,-0.0229
apple,basil,-0.1615
pumpkin,salad,-0.071
jalapeno,vodka,-0.0503
almond,toffee,0.1377
phyllo dough,water,-0.0362
milk,star anise,-0.116
basil,millet,0.0285
hazelnut,vodka,0.2541
cheese,lima beans,-0.0759
bread,hamburger,-0.1008
pancetta,tarragon,0.0929
pecans,tarragon,-0.0897
bread,pudding,-0.1024
cherry,vodka,0.0792
apple,goat cheese,0.0362
apple cider vinegar,pear,0.1005
goat cheese,pecan,0.0944
pear,pecan,0.1645
mozzarella cheese,orange,-0.2624
blue cheese,cinnamon,-0.222
butternut squash,mozzarella cheese,-0.0866
anchovy,egg yolk,0.1493
pineapple,white bread,-0.0684
egg,popcorn,-0.1751
flour,popcorn,-0.2545
egg,wakame,0.0114
soy sauce,wakame,0.1472
coriander,shiitake,0.0524
blueberry,cake,0.168
cabbage,salad dressing,0.0411
cumin,nuts,-0.1753
peas,turnip,0.1558
carrot,mung bean,0.2057
mung bean,onion,0.0267
mung bean,soy sauce,0.2441
cream,lentils,-0.1958
parsley,radish,-0.0276
cucumber,parmesan cheese,-0.1881
rosemary,sunflower,-0.0183
mandarin orange,topping,0.1891
garlic,wakame,-0.1213
cherry,pie,-0.0482
eggplant,pizza,0.0659
fish sauce,star anise,0.2645
allspice,okra,0.0956
fish sauce,ketchup,-0.0221
beans,pastry,-0.1729
carrot,kombu,0.157
kombu,radish,0.4126
biscuit,celery,-0.0248
bacon,wheat,-0.067
cheese,milk powder,-0.0709
raspberry,wheat,0.0225
shortening,toffee,0.122
apple cider vinegar,dates,0.0352
kohlrabi,salt,0.0374
chickpea,coriander,0.2478
chickpea,parsley,0.044
agave,cream,-0.1098
egg,grapefruit,-0.1492
pomegranate,quinoa,0.0911
chickpea,chili,0.1432
chickpea,ginger,0.1025
chickpea,turmeric,0.3379
fennel,kale,0.005
kale,wild rice,0.1186
kidney beans,lime,-0.0292
pecans,swiss cheese,-0.126
mango,topping,0.0132
blue cheese,pasta,-0.0139
prosciutto,sourdough,0.108
sourdough,tomato,-0.0606
pistachio,yogurt,0.0649
anchovy,avocado,0.0332
anchovy,buttermilk,-0.0441
anchovy,feta cheese,0.0342
corn,sherry,-0.0897
beer,ham,-0.1093
rosemary,white bread,0.0015
jicama,rice,-0.0113
mushroom,quinoa,-0.0058
cottage cheese,jalapeno,-0.0574
canola oil,champagne,-0.0265
champagne,egg yolk,0.0945
egg yolk,sausage,-0.0791
apricot,canola oil,-0.0012
salad,shallot,0.0401
cabbage,salad,-0.0373
cocoa,tomato,-0.1967
potato,pumpkin,-0.0503
sour cream,strawberry jam,-0.0508
lettuce,molasses,-0.1399
coriander,wheat,-0.0559
cinnamon,salad,-0.1427
cocoa powder,tea,0.0021
cream cheese,miso,-0.1525
blueberry,buttermilk,0.1018
butternut squash,pizza,-0.0011
cauliflower,mint,-0.0645
cauliflower,watercress,0.109
feta,white wine,0.0497
kale,pomegranate,0.1286
cheese,truffle,0.0758
gruyere cheese,tomato,-0.0276
apple,condensed milk,-0.089
mozzarella cheese,potato,-0.0785
mung bean,pepper,0.0304
mung bean,salt,-0.0054
mung bean,sugar,0.0039
anchovy,mozzarella cheese,-0.0604
ghee,lime,-0.0166
apricot,cheddar cheese,-0.1304
coconut,goat cheese,-0.1571
